HMDB	Formula	Mass	InchiKey	Inchi	SMILES	HMDB Name
HMDB00099	C7H14N2O4S	222.0674276	ILRYLPWNYFXEMH-WHFBIAKZSA-N	1S/C7H14N2O4S/c8-4(6(10)11)1-2-14-3-5(9)7(12)13/h4-5H,1-3,8-9H2,(H,10,11)(H,12,13)/t4-,5-/m0/s1	N[C@@H](CCSC[C@H](N)C(O)=O)C(O)=O	L-Cystathionine
HMDB13713	C13H14N2O3	246.1004423	DZTHIGRZJZPRDV-LBPRGKRZSA-N	1S/C13H14N2O3/c1-8(16)15-12(13(17)18)6-9-7-14-11-5-3-2-4-10(9)11/h2-5,7,12,14H,6H2,1H3,(H,15,16)(H,17,18)/t12-/m0/s1	CC(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O	N-acetyltryptophan
HMDB01316	C6H13O10P	276.0246331	BIRSGZKFKXLSJQ-SQOUGZDYSA-N	1S/C6H13O10P/c7-2(1-16-17(13,14)15)3(8)4(9)5(10)6(11)12/h2-5,7-10H,1H2,(H,11,12)(H2,13,14,15)/t2-,3-,4+,5-/m1/s1	O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O	6-Phosphogluconic acid
HMDB11688	C5H12O11P2	309.9854843	AAAFZMYJJHWUPN-TXICZTDVSA-N	1S/C5H12O11P2/c6-3-2(1-14-17(8,9)10)15-5(4(3)7)16-18(11,12)13/h2-7H,1H2,(H2,8,9,10)(H2,11,12,13)/t2-,3-,4-,5-/m1/s1	O[C@H]1[C@@H](O)[C@@H](OP(O)(O)=O)O[C@@H]1COP(O)(O)=O	Ribose 1,5-bisphosphate
HMDB02250	C19H37NO4	343.2722587	FUJLYHJROOYKRA-QGZVFWFLSA-N	1S/C19H37NO4/c1-5-6-7-8-9-10-11-12-13-14-19(23)24-17(15-18(21)22)16-20(2,3)4/h17H,5-16H2,1-4H3/t17-/m1/s1	CCCCCCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C	Dodecanoylcarnitine
HMDB01245	C9H15N3O10P2	387.0232667	FTDHDKPUHBLBTL-SHYZEUOFSA-N	1S/C9H15N3O10P2/c10-7-1-2-12(9(14)11-7)8-3-5(13)6(21-8)4-20-24(18,19)22-23(15,16)17/h1-2,5-6,8,13H,3-4H2,(H,18,19)(H2,10,11,14)(H2,15,16,17)/t5-,6+,8+/m0/s1	NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1	dCDP
HMDB03474	C9H9I2NO3	432.86718	NYPYHUZRZVSYKL-ZETCQYMHSA-N	1S/C9H9I2NO3/c10-5-1-4(2-6(11)8(5)13)3-7(12)9(14)15/h1-2,7,13H,3,12H2,(H,14,15)/t7-/m0/s1	N[C@@H](CC1=CC(I)=C(O)C(I)=C1)C(O)=O	3,5-Diiodo-L-tyrosine
HMDB03648	C36H60O2	524.4593312	VYGQUTWHTHXGQB-FFHKNEKCSA-N	1S/C36H60O2/c1-7-8-9-10-11-12-13-14-15-16-17-18-19-25-35(37)38-30-28-32(3)23-20-22-31(2)26-27-34-33(4)24-21-29-36(34,5)6/h20,22-23,26-28H,7-19,21,24-25,29-30H2,1-6H3/b23-20+,27-26+,31-22+,32-28+	CCCCCCCCCCCCCCCC(=O)OC\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C	Retinyl palmitate
HMDB03502	C6H18O24P6	659.8613706	IMQLKJBTEOYOSI-UHFFFAOYSA-N	1S/C6H18O24P6/c7-31(8,9)25-1-2(26-32(10,11)12)4(28-34(16,17)18)6(30-36(22,23)24)5(29-35(19,20)21)3(1)27-33(13,14)15/h1-6H,(H2,7,8,9)(H2,10,11,12)(H2,13,14,15)(H2,16,17,18)(H2,19,20,21)(H2,22,23,24)	OP(O)(=O)OC1C(OP(O)(O)=O)C(OP(O)(O)=O)C(OP(O)(O)=O)C(OP(O)(O)=O)C1OP(O)(O)=O	Myo-inositol hexakisphosphate
HMDB00039	C4H8O2	88.0524295	FERIUCNNQQJTOY-UHFFFAOYSA-N	1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)	CCCC(O)=O	Butyric acid
HMDB02322	C5H14N2	102.1156985	VHRGRCVQAFMJIZ-UHFFFAOYSA-N	1S/C5H14N2/c6-4-2-1-3-5-7/h1-7H2	NCCCCCN	Cadaverine
HMDB00630	C4H5N3O	111.0432618	OPTASPLRGRRNAP-UHFFFAOYSA-N	1S/C4H5N3O/c5-3-1-2-6-4(8)7-3/h1-2H,(H3,5,6,7,8)	NC1=CC=NC(=O)N1	Cytosine
HMDB00202	C4H6O4	118.0266087	ZIYVHBGGAOATLY-UHFFFAOYSA-N	1S/C4H6O4/c1-2(3(5)6)4(7)8/h2H,1H3,(H,5,6)(H,7,8)	CC(C(O)=O)C(O)=O	Methylmalonic acid
HMDB00251	C2H7NO3S	125.0146638	XOAAWQZATWQOTB-UHFFFAOYSA-N	1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)	NCCS(O)(=O)=O	Taurine
HMDB00766	C5H9NO3	131.0582432	KTHDTJVBEPMMGL-VKHMYHEASA-N	1S/C5H9NO3/c1-3(5(8)9)6-4(2)7/h3H,1-2H3,(H,6,7)(H,8,9)/t3-/m0/s1	C[C@H](NC(C)=O)C(O)=O	N-Acetyl-L-alanine
HMDB00034	C5H5N5	135.0544952	GFFGJBXGBJISGV-UHFFFAOYSA-N	1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)	NC1=NC=NC2=C1NC=N2	Adenine
HMDB03464	C5H11N3O2	145.0851266	TUHVEAJXIMEOSA-UHFFFAOYSA-N	1S/C5H11N3O2/c6-5(7)8-3-1-2-4(9)10/h1-3H2,(H,9,10)(H4,6,7,8)	NC(N)=NCCCC(O)=O	4-Guanidinobutanoic acid
HMDB00098	C5H10O5	150.0528234	SRBFZHDQGSBBOR-IOVATXLUSA-N	1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3+,4-,5?/m1/s1	O[C@@H]1COC(O)[C@H](O)[C@H]1O	D-Xylose
HMDB00462	C4H6N4O3	158.0439901	POJWUDADGALRAB-UHFFFAOYSA-N	1S/C4H6N4O3/c5-3(10)6-1-2(9)8-4(11)7-1/h1H,(H3,5,6,10)(H2,7,8,9,11)	NC(=O)NC1NC(=O)NC1=O	Allantoin
HMDB33752	C9H10O3	166.0629942	CJBDUOMQLFKVQC-UHFFFAOYSA-N	1S/C9H10O3/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-4,10H,5-6H2,(H,11,12)	OC(=O)CCC1=CC=CC=C1O	3-(2-Hydroxyphenyl)propanoic acid
HMDB00842	C10H7NO2	173.0476785	LOAUVZALPPNFOQ-UHFFFAOYSA-N	1S/C10H7NO2/c12-10(13)9-6-5-7-3-1-2-4-8(7)11-9/h1-6H,(H,12,13)	OC(=O)C1=NC2=CC=CC=C2C=C1	Quinaldic acid
YMDB00813	C6H10O6	178.0477381	SXZYCXMUPBBULW-SKNVOMKLSA-N	1S/C6H10O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-5,7-10H,1H2/t2-,3+,4-,5+/m0/s1	0	0
HMDB00755	C9H10O4	182.0579088	JVGVDSSUAVXRDY-UHFFFAOYSA-N	1S/C9H10O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,8,10-11H,5H2,(H,12,13)	OC(CC1=CC=C(O)C=C1)C(O)=O	Hydroxyphenyllactic acid
HMDB00763	C10H9NO3	191.0582432	DUUGKQCEGZLZNO-UHFFFAOYSA-N	1S/C10H9NO3/c12-7-1-2-9-8(4-7)6(5-11-9)3-10(13)14/h1-2,4-5,11-12H,3H2,(H,13,14)	OC(=O)CC1=CNC2=CC=C(O)C=C12	5-Hydroxyindoleacetic acid
HMDB00929	C11H12N2O2	204.0898776	QIVBCDIJIAJPQS-VIFPVBQESA-N	1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1	N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O	L-Tryptophan
HMDB13068	C11H13NO4	223.0844579	XHGLVMDBZZZXDP-NSHDSACASA-N	1S/C11H13NO4/c1-11(10(15)16)7-5-9(14)8(13)4-6(7)2-3-12-11/h4-5,12-14H,2-3H2,1H3,(H,15,16)/t11-/m0/s1	C[C@@]1(NCCC2=C1C=C(O)C(O)=C2)C(O)=O	Salsolinol 1-carboxylate
HMDB01491	C8H10NO6P	247.0245736	NGVDGCNFYWLIFO-UHFFFAOYSA-N	1S/C8H10NO6P/c1-5-8(11)7(3-10)6(2-9-5)4-15-16(12,13)14/h2-3,11H,4H2,1H3,(H2,12,13,14)	CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O	Pyridoxal 5'-phosphate
HMDB03073	C18H30O2	278.2245802	VZCCETWTMQHEPK-QNEBEIHSSA-N	1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10,12-13H,2-5,8,11,14-17H2,1H3,(H,19,20)/b7-6-,10-9-,13-12-	CCCCC\C=C/C\C=C/C\C=C/CCCCC(O)=O	Gamma-Linolenic acid
HMDB02212	C20H40O2	312.3028305	VKOBVWXKNCXXDE-UHFFFAOYSA-N	1S/C20H40O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h2-19H2,1H3,(H,21,22)	CCCCCCCCCCCCCCCCCCCC(O)=O	Arachidic acid
HMDB02666	C12H17N4O4PS	344.0708123	HZSAJDVWZRBGIF-UHFFFAOYSA-N	1S/C12H17N4O4PS/c1-8-11(3-4-20-21(17,18)19)22-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7H,3-4,6H2,1-2H3,(H3-,13,14,15,17,18,19)	CC1=C(CCOP(O)([O-])=O)SC=[N+]1CC1=CN=C(C)N=C1N	Thiamine monophosphate
HMDB00280	C5H13O14P3	389.9518147	PQGCEDQWHSBAJP-TXICZTDVSA-N	1S/C5H13O14P3/c6-3-2(1-16-20(8,9)10)17-5(4(3)7)18-22(14,15)19-21(11,12)13/h2-7H,1H2,(H,14,15)(H2,8,9,10)(H2,11,12,13)/t2-,3-,4-,5-/m1/s1	O[C@H]1[C@@H](O)[C@@H](OP(O)(=O)OP(O)(O)=O)O[C@@H]1COP(O)(O)=O	Phosphoribosyl pyrophosphate
HMDB00121	C19H19N7O6	441.1396814	OVBPIULPVIDEAO-LBPRGKRZSA-N	1S/C19H19N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,8,12,21H,5-7H2,(H,24,29)(H,27,28)(H,31,32)(H3,20,22,25,26,30)/t12-/m0/s1	NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1	Folic acid
HMDB00582	C15H13I2NO4	524.8933947	ZHSOTLOTTDYIIK-UHFFFAOYSA-N	1S/C15H13I2NO4/c16-11-5-8(7-13(18)15(20)21)6-12(17)14(11)22-10-3-1-9(19)2-4-10/h1-6,13,19H,7,18H2,(H,20,21)	NC(CC1=CC(I)=C(OC2=CC=C(O)C=C2)C(I)=C1)C(O)=O	3,5-Diiodothyronine
HMDB00902	C21H28N7O14P2	664.1169467	BAWFJGJZGIEFAR-NNYOXOHSSA-O	1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/p+1/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O	NAD
HMDB01873	C4H8O2	88.0524295	KQNPFQTWMSNSAP-UHFFFAOYSA-N	1S/C4H8O2/c1-3(2)4(5)6/h3H,1-2H3,(H,5,6)	CC(C)C(O)=O	Isobutyric acid
HMDB00112	C4H9NO2	103.0633285	BTCSSZJGUNDROE-UHFFFAOYSA-N	1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)	NCCCC(O)=O	Gamma-Aminobutyric acid
HMDB00870	C5H9N3	111.0796473	NTYJJOPFIAHURM-UHFFFAOYSA-N	1S/C5H9N3/c6-2-1-5-3-7-4-8-5/h3-4H,1-2,6H2,(H,7,8)	NCCC1=CNC=N1	Histamine
HMDB00254	C4H6O4	118.0266087	KDYFGRWQOYBRFD-UHFFFAOYSA-N	1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)	OC(=O)CCC(O)=O	Succinic acid
HMDB11747	C2H8NO3P	125.0241796	QQVDJLLNRSOCEL-UHFFFAOYSA-N	1S/C2H8NO3P/c3-1-2-7(4,5)6/h1-3H2,(H2,4,5,6)	NCCP(O)(O)=O	Ciliatine
HMDB01149	C5H9NO3	131.0582432	ZGXJTSGNIOSYLO-UHFFFAOYSA-N	1S/C5H9NO3/c6-3-4(7)1-2-5(8)9/h1-3,6H2,(H,8,9)	NCC(=O)CCC(O)=O	5-Aminolevulinic acid
HMDB00157	C5H4N4O	136.0385108	FDGQSTZJBFJUBT-UHFFFAOYSA-N	1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)	OC1=NC=NC2=C1NC=N2	Hypoxanthine
HMDB01257	C7H19N3	145.1578976	ATHGHQPFGPMSJY-UHFFFAOYSA-N	1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2	NCCCCNCCCN	Spermidine
HMDB00283	C5H10O5	150.0528234	HMFHBZSHGGEWLO-SOOFDHNKSA-N	1S/C5H10O5/c6-1-2-3(7)4(8)5(9)10-2/h2-9H,1H2/t2-,3-,4-,5?/m1/s1	OC[C@H]1OC(O)[C@H](O)[C@@H]1O	D-Ribose
HMDB00847	C9H18O2	158.1306798	FBUKVWPVBMHYJY-UHFFFAOYSA-N	1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)	CCCCCCCCC(O)=O	Pelargonic acid
HMDB00232	C7H5NO4	167.0218577	GJAWHXHKYYXBSV-UHFFFAOYSA-N	1S/C7H5NO4/c9-6(10)4-2-1-3-8-5(4)7(11)12/h1-3H,(H,9,10)(H,11,12)	OC(=O)C1=CC=CN=C1C(O)=O	Quinolinic acid
HMDB11756	C8H15NO3	173.1051934	WXNXCEHXYPACJF-ZETCQYMHSA-N	1S/C8H15NO3/c1-5(2)4-7(8(11)12)9-6(3)10/h5,7H,4H2,1-3H3,(H,9,10)(H,11,12)/t7-/m0/s1	CC(C)C[C@H](NC(C)=O)C(O)=O	N-Acetylleucine
HMDB29415	C5H9NO4S	179.0252285	GBFLZEXEOZUWRN-UHFFFAOYNA-N	1/C5H9NO4S/c6-3(5(9)10)1-11-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)	NC(CSCC(O)=O)C(O)=O	S-Carboxymethyl-L-cysteine
YMDB01747	C9H10O4	182.0579088	BVWTXUYLKBHMOX-UHFFFAOYSA-N	1S/C9H10O4/c1-12-8-5-6(9(11)13-2)3-4-7(8)10/h3-5,10H,1-2H3	0	0
HMDB11745	C7H13NO3S	191.061614	XUYPXLNMDZIRQH-UHFFFAOYSA-N	1S/C7H13NO3S/c1-5(9)8-6(7(10)11)3-4-12-2/h6H,3-4H2,1-2H3,(H,8,9)(H,10,11)	CSCCC(NC(C)=O)C(O)=O	N-Acetyl-L-methionine
HMDB13609	C11H12N2O2	204.0898776	QIVBCDIJIAJPQS-SECBINFHSA-N	1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m1/s1	N[C@H](CC1=CNC2=CC=CC=C12)C(O)=O	D-Tryptophan
HMDB00732	C10H12N2O4	224.0797069	VCKPUUFAIGNJHC-UHFFFAOYSA-N	1S/C10H12N2O4/c11-6(10(15)16)4-8(14)5-2-1-3-7(13)9(5)12/h1-3,6,13H,4,11-12H2,(H,15,16)	NC(CC(=O)C1=C(N)C(O)=CC=C1)C(O)=O	Hydroxykynurenine
HMDB00101	C10H13N5O3	251.1018393	OLXZPDWKRNYJJZ-RRKCRQDMSA-N	1S/C10H13N5O3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(17)6(2-16)18-7/h3-7,16-17H,1-2H2,(H2,11,12,13)/t5-,6+,7+/m0/s1	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO)O1	Deoxyadenosine
HMDB00673	C18H32O2	280.2402303	OYHQOLUKZRVURQ-HZJYTTRNSA-N	1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6-,10-9-	CCCCC\C=C/C\C=C/CCCCCCCC(O)=O	Linoleic acid
HMDB01285	C10H20O7P2	314.068426	GVVPGTZRZFNKDS-JXMROGBWSA-N	1S/C10H20O7P2/c1-9(2)5-4-6-10(3)7-8-16-19(14,15)17-18(11,12)13/h5,7H,4,6,8H2,1-3H3,(H,14,15)(H2,11,12,13)/b10-7+	CC(C)=CCC\C(C)=C\COP(O)(=O)OP(O)(O)=O	Geranyl-PP
HMDB01314	C10H12N5O7P	345.0474343	ZOOGRGPOEVQQDX-UUOKFMHZSA-N	1S/C10H12N5O7P/c11-10-13-7-4(8(17)14-10)12-2-15(7)9-5(16)6-3(21-9)1-20-23(18,19)22-6/h2-3,5-6,9,16H,1H2,(H,18,19)(H3,11,13,14,17)/t3-,5-,6-,9-/m1/s1	NC1=NC2=C(N=CN2[C@@H]2O[C@@H]3COP(O)(=O)O[C@H]3[C@H]2O)C(=O)N1	Cyclic GMP
HMDB00518	C24H40O4	392.2926598	RUDATBOHQWOJDD-BSWAIDMHSA-N	1S/C24H40O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15+,16-,17-,18+,19+,20-,22+,23+,24-/m1/s1	[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O	Chenodeoxycholic acid
HMDB01201	C10H15N5O11P2	443.0243294	QGWNDRXFNXRZMB-UUOKFMHZSA-N	1S/C10H15N5O11P2/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(25-9)1-24-28(22,23)26-27(19,20)21/h2-3,5-6,9,16-17H,1H2,(H,22,23)(H2,19,20,21)(H3,11,13,14,18)/t3-,5-,6-,9-/m1/s1	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1	Guanosine diphosphate
HMDB00561	C40H56	536.4382018	OENHQHLEOONYIE-JLTXGRSLSA-N	1S/C40H56/c1-31(19-13-21-33(3)25-27-37-35(5)23-15-29-39(37,7)8)17-11-12-18-32(2)20-14-22-34(4)26-28-38-36(6)24-16-30-40(38,9)10/h11-14,17-22,25-28H,15-16,23-24,29-30H2,1-10H3/b12-11+,19-13+,20-14+,27-25+,28-26+,31-17+,32-18+,33-21+,34-22+	C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C	B-Carotene
HMDB01179	C21H27N6O15P2	665.1009622	SENPVEZBRZQVST-HISDBWNOSA-O	1S/C21H26N6O15P2/c22-17-12-18(24-7-23-17)27(8-25-12)20-16(31)14(29)11(41-20)6-39-44(36,37)42-43(34,35)38-5-10-13(28)15(30)19(40-10)26-3-1-2-9(4-26)21(32)33/h1-4,7-8,10-11,13-16,19-20,28-31H,5-6H2,(H4-,22,23,24,32,33,34,35,36,37)/p+1/t10-,11-,13-,14-,15-,16-,19-,20-/m1/s1	NC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)[N+]4=CC=CC(=C4)C(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1	Nicotinic acid adenine dinucleotide
HMDB03243	C4H8O2	88.0524295	ROWKJAVDOGWPAT-UHFFFAOYSA-N	1S/C4H8O2/c1-3(5)4(2)6/h3,5H,1-2H3	CC(O)C(C)=O	Acetoin
HMDB01906	C4H9NO2	103.0633285	FUOOLUPWFVMBKG-UHFFFAOYSA-N	1S/C4H9NO2/c1-4(2,5)3(6)7/h5H2,1-2H3,(H,6,7)	CC(C)(N)C(O)=O	2-Aminoisobutyric acid
HMDB00300	C4H4N2O2	112.0272774	ISAKRJDGNUQOIC-UHFFFAOYSA-N	1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)	O=C1NC=CC(=O)N1	Uracil
HMDB00167	C4H9NO3	119.0582432	AYFVYJQAPQTCCC-GBXIJSLDSA-N	1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1	C[C@@H](O)[C@H](N)C(O)=O	L-Threonine
HMDB02894	C5H7N3O	125.0589119	LRSASMSXMSNRBT-UHFFFAOYSA-N	1S/C5H7N3O/c1-3-2-7-5(9)8-4(3)6/h2H,1H3,(H3,6,7,8,9)	CC1=C(N)NC(=O)N=C1	5-Methylcytosine
HMDB06055	C5H9NO3	131.0582432	PMMYEEVYMWASQN-BKLSDQPFSA-N	1S/C5H9NO3/c7-3-1-4(5(8)9)6-2-3/h3-4,6-7H,1-2H2,(H,8,9)/t3?,4-/m0/s1	OC1CN[C@@H](C1)C(O)=O	4-Hydroxy-L-proline
HMDB40733	C8H8O2	136.0524295	IPBVNPXQWQGGJP-UHFFFAOYSA-N	1S/C8H8O2/c1-7(9)10-8-5-3-2-4-6-8/h2-6H,1H3	CC(=O)OC1=CC=CC=C1	Phenyl acetate
HMDB00208	C5H6O5	146.0215233	KPGXRSRHYNQIFN-UHFFFAOYSA-N	1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)	OC(=O)CCC(=O)C(O)=O	Oxoglutaric acid
YMDB00654	C5H10O5	150.0528234	PYMYPHUHKUWMLA-WDCZJNDASA-N	1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4-,5+/m1/s1	0	0
HMDB01190	C10H9NO	159.0684139	WHOOUMGHGSPMGR-UHFFFAOYSA-N	1S/C10H9NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,6-7,11H,5H2	O=CCC1=CNC2=CC=CC=C12	Indoleacetaldehyde
HMDB01545	C8H9NO3	167.0582432	RADKZDMFGJYCBB-UHFFFAOYSA-N	1S/C8H9NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,4,10,12H,3H2,1H3	CC1=C(O)C(C=O)=C(CO)C=N1	Pyridoxal
HMDB00958	C6H6O6	174.0164379	GTZCVFVGUGFEME-HNQUOIGGSA-N	1S/C6H6O6/c7-4(8)1-3(6(11)12)2-5(9)10/h1H,2H2,(H,7,8)(H,9,10)(H,11,12)/b3-1+	OC(=O)C\C(=C/C(O)=O)C(O)=O	trans-Aconitic acid
HMDB00714	C9H9NO3	179.0582432	QIAFMBKCNZACKA-UHFFFAOYSA-N	1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)	OC(=O)CNC(=O)C1=CC=CC=C1	Hippuric acid
HMDB00107	C6H14O6	182.0790382	FBPFZTCFMRRESA-GUCUJZIJSA-N	1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5+,6-	OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO	Galactitol
HMDB00094	C6H8O7	192.0270026	KRKNYBCHXYNGOX-UHFFFAOYSA-N	1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)	OC(=O)CC(O)(CC(O)=O)C(O)=O	Citric acid
HMDB00881	C10H7NO4	205.0375077	FBZONXHGGPHHIY-UHFFFAOYSA-N	1S/C10H7NO4/c12-7-3-1-2-5-8(13)4-6(10(14)15)11-9(5)7/h1-4,12H,(H,11,13)(H,14,15)	OC(=O)C1=NC2=C(O)C=CC=C2C(O)=C1	Xanthurenic acid
HMDB36583	C13H20O3	224.1412445	GEWDNTWNSAZUDX-LEPXEHPDNA-N	1/C13H20O3/c1-3-4-5-6-11-10(7-8-12(11)14)9-13(15)16-2/h4-5,10-11H,3,6-9H2,1-2H3/b5-4-/t10-,11-/s2	CC\C=C/C[C@@H]1[C@@H](CC(=O)OC)CCC1=O	Methyl jasmonate
HMDB01983	C10H13N5O3	251.1018393	XGYIMTFOTBMPFP-KQYNXXCUSA-N	1S/C10H13N5O3/c1-4-6(16)7(17)10(18-4)15-3-14-5-8(11)12-2-13-9(5)15/h2-4,6-7,10,16-17H,1H3,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1	C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12	5'-Deoxyadenosine
HMDB03331	C11H15N5O4	281.112404	GFYLSDSUCHVORB-IOSLPCCCSA-N	1S/C11H15N5O4/c1-15-3-14-10-6(9(15)12)13-4-16(10)11-8(19)7(18)5(2-17)20-11/h3-5,7-8,11-12,17-19H,2H2,1H3/t5-,7-,8-,11-/m1/s1	CN1C=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C1=N	1-Methyladenosine
HMDB04068	C18H10N2O4	318.0640568	XUMBMVFBXHLACL-UHFFFAOYSA-N	1S/C18H10N2O4/c1-5-13-9-7(3-19-13)12-10-8(11(9)17(23)15(5)21)4-20-14(10)6(2)16(22)18(12)24/h3-4,19-20H,1-2H3	CC1=C2NC=C3C2=C(C2=CNC4=C(C)C(=O)C(=O)C3=C24)C(=O)C1=O	Melanin
HMDB00015	C21H30O4	346.2144094	WHBHBVVOGNECLV-HMGFGKNBSA-N	1S/C21H30O4/c1-19-8-5-14(23)11-13(19)3-4-15-16(19)6-9-20(2)17(15)7-10-21(20,25)18(24)12-22/h11,15-17,22,25H,3-10,12H2,1-2H3/t15-,16?,17?,19+,20+,21+/m1/s1	[H]C12CC[C@](O)(C(=O)CO)[C@@]1(C)CCC1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	Cortexolone
